排名,商品ID,商品标题,店铺,主图透出价格,核心材质与卖点,营销活动与服务,视觉版式风格,1.8米规格直达链接,标准商品链接,主图原图高清链接,本地主图文件名,生意参谋支付金额,支付件数,支付买家数,客单价,主图OCR完整文案
331,998173089111,麻师傅软床加硬专用神器S形黄麻床垫椰棕青年儿童老人孕妇护腰脊,麻师傅舒梦专卖店,未透出,护脊偏硬支撑 | 环保椰棕/黄麻,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=998173089111,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=998173089111,https://img.alicdn.com/bao/uploaded/i1/2221247863396/O1CN01hBXtL91axQAUvs7qz_!!4611686018427386468-0-item_pic.jpg,331_998173089111.jpg,0.00 0.00%,0 0.00%,0,0.00,麻师傅 ? 3-5cm硬黄麻床垫 叠加软床专用 腰脊 加硬护 72 小时 青年/老人/孕婴童 顺丰发货
332,998191509878,麻师傅S型黄麻床垫折叠学生榻榻米10cm15椰棕乳胶老人加硬护腰脊,麻师傅舒梦专卖店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=998191509878,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=998191509878,https://img.alicdn.com/bao/uploaded/i3/2221247863396/O1CN01zeXbQd1axQAUK2T5f_!!4611686018427386468-0-item_pic.jpg,332_998191509878.jpg,0.00 0.00%,0 0.00%,0,0.00,麻师傅 ? 6-15cm黄麻床垫 折叠款翻取方便 72小时 榻榻米/上下铺/储物床 顺丰发货
333,998868375193,麻师傅儿童护脊椎专用加硬黄麻床垫叠加软床乳胶3D上下床榻榻米,麻师傅诺隆专卖店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 亲肤透气面料,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=998868375193,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=998868375193,https://img.alicdn.com/bao/uploaded/i1/2221163466073/O1CN012Pji7y1ujUR9vxFF1_!!4611686018427383129-0-item_pic.jpg,333_998868375193.jpg,0.00 0.00%,0 0.00%,0,0.00,麻师傅 3-10cm加硬黄麻垫 2cm舒柔羊毛棉 72小 小时 儿童护脊专用垫 顺丰发货
334,1008100133649,派乐熊全拆儿童床垫可拆卸0胶水工艺调节软硬护脊独立弹簧席梦思,PARELER BEAR旗舰店,未透出,护脊偏硬支撑,常规销售,产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1008100133649,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1008100133649,https://img.alicdn.com/bao/uploaded/i2/2219146481808/O1CN01dEDJAz1PE7Ef6qj1e_!!4611686018427383952-0-item_pic.jpg,334_1008100133649.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊×专注儿童健康睡眠 全拆双层护脊弹簧床垫 派乐熊 Pareler Bear A类 全拆软硬睡感可调节 纯棉 四叶形0胶工艺酷布袋弹簧
335,1008173923535,铂马仕云朵全拆弹簧床垫席梦思乳胶软垫酒店可调节软硬家用床垫硬,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型 | 产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1008173923535,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1008173923535,https://img.alicdn.com/bao/uploaded/i2/2165873208/O1CN01VCxZEIFkHBB2vH2e_!!4611686018427386424-0-item_pic.jpg,335_1008173923535.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER 护脊撑腰O胶水可全拆 双层弹簧舒适护脊 惊喜红包 88折消费券 不止9折至高减500元 88VIP可用 POMOSER POMOSER 双重补贴拍下立减！ 政府补贴 官方补贴 立减15% 立减12% 详见支付页面 可叠加店铺券 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
336,1009925710553,睡眠骑士sleepknight 凝胶记忆棉薄床垫慢回弹榻榻米软垫学生宿舍,sleepknight旗舰店,未透出,零压记忆棉 | 亲肤透气面料,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1009925710553,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1009925710553,https://img.alicdn.com/bao/uploaded/i4/2215132506139/O1CN01MnfzuT1vDiZ1oXY8m_!!4611686018427381787-0-item_pic.jpg,336_1009925710553.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP 睡眠骑士 KNIGHT 凝胶记忆棉薄款软垫 200天免费试睡 3-10cm 200天免费试睡 20年超长质保 透气薄垫 现货速发 顺丰送到家 部分尺寸 及地区 花呗分期免息 365天免费仓储 免费送货到家
337,1010734450057,记忆棉盒子压缩席梦思弹簧乳胶床垫软垫家用卧室硬垫官方十大名牌,ZB五星优选床垫,未透出,护脊偏硬支撑 | 天然乳胶 | 零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1010734450057,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1010734450057,https://img.alicdn.com/bao/uploaded/i1/163953639/O1CN01Uc1hMe1ckiPdncw8N_!!163953639.jpg,337_1010734450057.jpg,0.00 0.00%,0 0.00%,0,0.00,7B1 超级立减 正品保障 免费试睡100天 压缩2.0独立弹簧为你撑腰 现货速发送到家 180天免费仓储超长保价30天 可叠加店内优惠券 10% 下单立减 300-60 更多优惠咨询客服
338,1011715941283,乳胶记忆棉卷包盒子榻榻米薄款床垫软垫家用席梦思独立袋弹簧12cm,ZB五星优选床垫,未透出,天然乳胶 | 独立袋装弹簧 | 零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1011715941283,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1011715941283,https://img.alicdn.com/bao/uploaded/i4/163953639/O1CN01E8KloE1ckiPco1l5o_!!163953639.jpg,338_1011715941283.jpg,0.00 0.00%,0 0.00%,0,0.00,7B 超级立减 正品保障 免费试睡100天 12/14cm弹簧床垫 现货速发送到家 180天免费仓储1超长保价30天 可叠加店内优惠券 10% 下单立减 300-60 更多优惠咨询客服
339,1013117086041,加硬护脊天然黄麻椰棕环保榈垫10cm偏硬床垫子十大名牌官方可定制,ZB五星优选床垫,未透出,护脊偏硬支撑 | 环保椰棕/黄麻 | 抗菌防螨健康 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1013117086041,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1013117086041,https://img.alicdn.com/bao/uploaded/i4/163953639/O1CN01h68rG11ckiPcacuq5_!!163953639.jpg,339_1013117086041.jpg,0.00 0.00%,0 0.00%,0,0.00,IB正品保障 超级立减 免费试睡100天 0胶水无甲醛无异味抗菌防螨 现货速发送到家 180天免费仓储超长保价30天 可叠加店内优惠券 10% 下单立减 300-60 更多优惠咨询客服
340,1013929919380,铂马仕云梦可全拆弹簧床垫席梦思软硬两用护脊黄麻加硬垫1.8米2m,铂马仕旗舰店,￥500,护脊偏硬支撑 | 环保椰棕/黄麻 | 双面双睡感/可拆洗,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1013929919380,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1013929919380,https://img.alicdn.com/bao/uploaded/i4/2165873208/O1CN01NQnPEpg9btD2vH2e_!!4611686018427386424-0-item_pic.jpg,340_1013929919380.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER 0甲醛0胶水 全拆床垫 舒适护脊安全环保 惊喜红包 88折消费券 不止9折至高减500元 88VIP可用 POMOSER 叠加 政府补贴 官方补贴 立减15% 立减12% 优惠 详见支付页面 可叠加店铺券 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
341,1014615270833,15公分薄独立袋弹簧床垫家用10cm12含乳胶黄麻儿童榻榻米席梦思,麻师傅家具旗舰店,未透出,天然乳胶 | 独立袋装弹簧 | 环保椰棕/黄麻,平台/政府大额补贴,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1014615270833,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1014615270833,https://img.alicdn.com/bao/uploaded/i4/2217706005293/O1CN01l8m6HwZ5ZdF1chua_!!4611686018427380525-0-item_pic.jpg,341_1014615270833.jpg,0.00 0.00%,0 0.00%,0,0.00,麻师傅 ? 10-15cm薄弹簧垫 软硬适中不腰 政府补贴 15% 家装节 12% 72小 小时 高箱/储物/榻榻米 顺丰发货
342,1016976114790,派乐熊儿童床垫手工拉扣席梦思0胶酷布独立袋装护脊弹簧卧室家用,派乐熊儿童床垫品牌店,未透出,护脊偏硬支撑 | 独立袋装弹簧,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1016976114790,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1016976114790,https://img.alicdn.com/bao/uploaded/i4/371424161/O1CN015qccEJ1gbnB7RNCSb_!!371424161.jpg,342_1016976114790.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊×专注儿童健康睡眠 儿童手工拉扣弹簧床垫 儿童专用手工床垫 0胶 四叶形0胶酷布袋弹簧 手工
343,1017309467858,席梦独立薄弹簧思床垫天然乳胶黄麻护脊硬软垫1.5米家用十大名牌,梦织葆家居品牌店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 抗菌防螨健康 | 亲肤透气面料,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1017309467858,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1017309467858,https://img.alicdn.com/bao/uploaded/i4/2265426359/O1CN01gY6P1i1wqTi7OmdHG_!!2265426359.jpg,343_1017309467858.jpg,0.00 0.00%,0 0.00%,0,0.00,weave 梦织葆 超级88 eep 限时活动优惠抢不停 免费试睡100天 10-17cm双线加固护脊薄弹簧床垫 抑菌防螨亲肤面料 拒绝甲醛胶水无异味 官方活动 叠加优惠满300减60 12% 立减 180天免费仓储 送货入户 保价30天
344,1018624465000,派乐熊儿童床垫手工拉扣席梦思0胶酷布独立袋装护脊弹簧卧室家用,派乐熊旗舰店,未透出,护脊偏硬支撑 | 独立袋装弹簧,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1018624465000,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1018624465000,https://img.alicdn.com/bao/uploaded/i3/2215984907648/O1CN01P5mz3626MqG9gnNMi_!!4611686018427381120-0-item_pic.jpg,344_1018624465000.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊×专注儿童健康睡眠 儿童手工拉扣弹簧床垫 儿童专用手工床垫 0胶 四叶形0胶酷布袋弹簧 手工
345,1024132523169,moonlightfamily月光之家床垫定制专拍,moonlightfamily旗舰店,未透出,基础常规款,常规销售,极简素雅质感型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1024132523169,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1024132523169,https://img.alicdn.com/bao/uploaded/i4/919851856/O1CN01NG1Isd1Pa6ElC9MPS_!!4611686018427384656-0-item_pic.jpg,345_1024132523169.jpg,0.00 0.00%,0 0.00%,0,0.00,MOONLIGHTFAMILY 专属定制 详情咨询客服
346,1030615680010,麻师傅全拆S型黄麻床垫护腰脊家用儿童老人可调含乳胶记忆棉椰棕,麻师傅家具旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 零压记忆棉,平台/政府大额补贴,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1030615680010,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1030615680010,https://img.alicdn.com/bao/uploaded/i2/2217706005293/O1CN01URAcvMAieOK1chua_!!4611686018427380525-0-item_pic.jpg,346_1030615680010.jpg,0.00 0.00%,0 0.00%,0,0.00,麻师傅 ? 全拆护脊黄麻床垫 政府补贴 15% + 家装节 12% 睡感 3cm乳胶/记忆棉 可调
347,1032571313703,甜蜜睡眠儿童床垫护脊无甲醛母婴同睡青少年专用加硬黄麻可拆透气,甜蜜睡眠旗舰店,￥949,护脊偏硬支撑 | 环保椰棕/黄麻 | 双面双睡感/可拆洗 | 亲肤透气面料,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1032571313703,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1032571313703,https://img.alicdn.com/bao/uploaded/i1/2215897735682/O1CN01v0NBHJxVymC2R3rs_!!4611686018427380226-0-item_pic.jpg,347_1032571313703.jpg,0.00 0.00%,0 0.00%,0,0.00,甜蜜睡眠丨童谣系列 家装节 Tianmishuimian 8-12cm母婴专用床垫 透气护脊0胶可拆洗 政府补贴！ 立减 15% 9折券 无门槛消费券（至高减150） 88VIP专享 甜蜜睡眠 2件再享折上折，买越多省越多！ 综合补贴到手价： 政府 官方 店铺 至高省 949 45% + 补贴 立减 优惠 起 全国送货入户 赠大件运费险 花呗分期免息 365天免费囤货
348,1034081360030,凯菲露乳胶记忆棉黄麻护脊独立袋弹簧家用防塌五星酒店睡感1.8米,凯菲露家具旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 环保椰棕/黄麻 | 零压记忆棉 | 智能调节深睡,平台/政府大额补贴 | 免费试睡保障 | 免费送装一体 | 买赠高价值赠品,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1034081360030,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1034081360030,https://img.alicdn.com/bao/uploaded/i3/2218234661637/O1CN01CDvwTGE83yC1chua_!!4611686018427382533-0-item_pic.jpg,348_1034081360030.jpg,0.00 0.00%,0 0.00%,0,0.00,RKAIFEL 秋季家装节 云感包裹躺平就睡 零压支撑1久睡不塌陷 店铺红包 限时抢 限时下的 送 X2 单咨询客服了解详情参与！ 下单到手 评价有礼返20红包 （顺丰速发送货上楼（限部分地区/尺寸） 至高立减 政府补贴 9折消费券 全店立减 48% 立减15% 12% 88VIP可用 下拉详情领取 优惠可叠加 10G 免费 原生黄麻·拒绝甲醛·无惧塌陷 试睡
349,1034619964624,席梦护脊思弹簧记忆棉乳胶偏硬床垫1.5酒店1.8米椰棕20cm双人家用,ZB五星优选床垫,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1034619964624,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1034619964624,https://img.alicdn.com/bao/uploaded/i1/163953639/O1CN01hOIa6Y1ckiPcYTE5X_!!163953639.jpg,349_1034619964624.jpg,0.00 0.00%,0 0.00%,0,0.00,IB正品保障 超级立减 免费试睡100天 全垫无胶护腰护脊 JILSANDER JILSANDER 现货速发送到家 180天免费仓储超长保价30天 可叠加店内优惠券 10% 下单立减 300-60 更多优惠咨询客服
350,1035175654314,【政府补贴】悠梦思弹簧乳胶床垫席梦思天然黄麻护脊家用可拆洗垫,yarges悠梦思旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1035175654314,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1035175654314,https://img.alicdn.com/bao/uploaded/i1/2215907225135/O1CN01lD8EW1ixyyH2vH2e_!!4611686018427383343-0-item_pic.jpg,350_1035175654314.jpg,0.00 0.00%,0 0.00%,0,0.00,YARGES悠梦思/全拆星系列 全拆可调节 0胶可拆洗 101天真正免费试睡 下单入会 88 抢舒睡枕*2 88消费券 活动下单即享 折(立即抢购无需凌单） 送 限时立享至高减150元 政府 15% 惊喜红包 官方 12% 补贴 + 立减 88VIP可用 + 补贴随时结束不补差价 官方补贴限时优惠不补差价 （下单立享优惠） *详情咨询客服* 天猫家装节 现货下单 顺丰速发 咨询客服享惊喜 （限部分尺寸地区） 拒绝甲醛 免费送货到家1C分期免息1盒365天免费仓储
351,1035464187763,悠梦思高端拉扣床垫手工马尾毛独立袋弹簧席梦思家用卧室超软硬垫,yarges悠梦思旗舰店,未透出,护脊偏硬支撑 | 独立袋装弹簧,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1035464187763,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1035464187763,https://img.alicdn.com/bao/uploaded/i3/2215907225135/O1CN01ceUhSfTq8VB2vH2e_!!4611686018427383343-0-item_pic.jpg,351_1035464187763.jpg,0.00 0.00%,0 0.00%,0,0.00,YARGES悠梦思 手工云梦系列 天然马尾毛床垫 传统技艺手工拉扣 YARGES 悠梦思 下单入会 88 抢舒睡枕*2 88消费券 活动下单即享 折(立即抢购无需凑单) 送 限时立享至高减150元 政府 15% 惊喜红包 官方 12% 补贴 + 立减 88VIP可用 + 补贴随时结束不补差价 官方补贴限时优惠不补差价 （下单立享优惠） *详情咨询客服* 天猫家装节 现货下单顺丰速发 咨询客服享惊喜 （限部分尺寸地区） 拒绝甲醛 免费送货到家1C分期免息1盒365天免费仓储
352,1040541742510,甜蜜睡眠星野床垫手工马尾毛天然环保羊毛顶垫弹簧席梦思家用,甜蜜睡眠旗舰店,未透出,亲肤透气面料,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1040541742510,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1040541742510,https://img.alicdn.com/bao/uploaded/i1/2215897735682/O1CN014eEghp1rqPa0MLw1g_!!4611686018427380226-0-item_pic.jpg,352_1040541742510.jpg,0.00 0.00%,0 0.00%,0,0.00,甜蜜睡眠「星野系列 舒适自然甜蜜睡眠 Tianmishuimian 与自然共眠 Comfortable 重塑云端睡感 natural Sweet sleep 舒适承托手工床垫
354,1042356724048,甜蜜睡眠静屿床垫天然马尾毛纯手工无胶水弹簧席梦思偏软羊毛家用,甜蜜睡眠旗舰店,未透出,亲肤透气面料 | 智能调节深睡,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1042356724048,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1042356724048,https://img.alicdn.com/bao/uploaded/i1/2215897735682/O1CN01tbVy3w1rqPZzuoe3L_!!4611686018427380226-0-item_pic.jpg,354_1042356724048.jpg,0.00 0.00%,0 0.00%,0,0.00,甜蜜睡眠丫静屿系列 舒适自然甜蜜睡眠 Tianmishuimian 寻迹自然 Comfortable natural Sweet sleep 纯粹深睡体验 自然深睡手工床垫
355,1045216668254,悠梦思可调节全拆独立弹簧床垫16cm薄款偏软家用可水洗榻榻米卧室,yarges悠梦思旗舰店,未透出,基础常规款,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1045216668254,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1045216668254,https://img.alicdn.com/bao/uploaded/i4/2215907225135/O1CN01CA6kHggGooG2vH2e_!!4611686018427383343-0-item_pic.jpg,355_1045216668254.jpg,0.00 0.00%,0 0.00%,0,0.00,YARGES悠梦思/全拆星系列 全拆16cm薄弹簧床垫 101天真正免费试睡 下单入会 88 抢舒睡枕*2 88消费券 活动下单即享 折(立即抢购无需凑单) 送 限时立享至高减150元 政府 15% 惊喜红包 官方 12% 补贴 + 立减 88VIP可用 + 补贴随时结束不补差价 官方补贴限时优惠不补差价 （下单立享优惠） *详情咨询客服* 天猫家装节 现货下单 顺丰速发 咨询客服享惊喜 （限部分尺寸地区） 拒绝甲醛 免费送货到家10分期免息1盒365天免费仓储
356,1045236379302,铂马仕馨眠乳胶床垫弹簧席梦思软垫酒店睡感1.8m家用软硬两用床垫,铂马仕旗舰店,￥500,天然乳胶 | 独立袋装弹簧 | 双面双睡感/可拆洗,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型 | 产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1045236379302,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1045236379302,https://img.alicdn.com/bao/uploaded/i1/2165873208/O1CN01nevRsd6gHkL2vH2e_!!4611686018427386424-0-item_pic.jpg,356_1045236379302.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER 双层弹簧酒店床垫 酷布独立袋专利防塌弹簧 惊喜红包 88折消费券 不止9折至高减500元 88VIP可用 POMOSER 叠加 政府补贴 官方补贴 立减15% 立减12% 优惠 详见支付页面 可叠加店铺券 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
357,1045378094167,甜蜜睡眠黄麻床垫天然环保护脊加硬榻榻米高箱床卧室家用薄款折叠,甜蜜睡眠旗舰店,￥710,护脊偏硬支撑 | 环保椰棕/黄麻,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1045378094167,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1045378094167,https://img.alicdn.com/bao/uploaded/i4/2215897735682/O1CN01ySc1aEFvB9K2R3rs_!!4611686018427380226-0-item_pic.jpg,357_1045378094167.jpg,0.00 0.00%,0 0.00%,0,0.00,甜蜜睡眠1悠眠系列 家装节 Tianmishuimian 黄麻护脊薄床垫 政府补贴！！ （高箱床/榻榻米专用） 立减 15% 9折券 无门槛消费券（至高减150） 88VIP专享 2件再享折上折，买越多省越多！ 综合补贴到手价： 政府 官方 店铺 至高省 710 43% ? + + 补贴 立减 优惠 起 全国送货入户 赠大件运费险 花呗分期免息 365天免费囤货
358,1045656474293,月光之家S型黄麻床垫薄棕垫硬护脊家用卧室无胶豆麻全拆软硬可调,moonlightfamily旗舰店,未透出,护脊偏硬支撑 | 环保椰棕/黄麻 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1045656474293,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1045656474293,https://img.alicdn.com/bao/uploaded/i1/919851856/O1CN01PtHGuhLXiWF32pKq_!!4611686018427384656-0-item_pic.jpg,358_1045656474293.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 全拆无胶豆麻床垫 软硬双面厚度6-12CM CPFan 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
359,1046332093454,甜蜜睡眠床垫独立小弹簧手工席梦思乳胶护脊高箱床卧室家用12cm薄,甜蜜睡眠旗舰店,未透出,护脊偏硬支撑 | 天然乳胶,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1046332093454,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1046332093454,https://img.alicdn.com/bao/uploaded/i4/2215897735682/O1CN01RYqIgyf99fG2R3rs_!!4611686018427380226-0-item_pic.jpg,359_1046332093454.jpg,0.00 0.00%,0 0.00%,0,0.00,甜蜜睡眠丨暮云舒薄 家装节 Tianmishuimian 12-16cm 厚 手工0胶舒适环保 弹簧床垫 政府补贴！ 立减 15% 9折券 无门槛消费券（至高减150） 88VIP专享 甜蜜睡眠 2z2 weet see matress 2件再享折上折，买越多省越多！ 综合补贴到手价： 政府 官方 店铺 至高省 39% 1905 ? + + 补贴 立减 优惠 起 全国送货入户 赠大件运费险 花呗分期免息 365天免费囤货
360,1046598681778,月光之家全拆乳胶床垫家用独立弹簧席梦思软硬可调加厚记忆棉1.8m,moonlightfamily旗舰店,未透出,天然乳胶 | 零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型 | 产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1046598681778,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1046598681778,https://img.alicdn.com/bao/uploaded/i1/919851856/O1CN01zy2wSTzuF2F32pKq_!!4611686018427384656-0-item_pic.jpg,360_1046598681778.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 四层内材全拆可调 软硬可调厚度30CM 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
